id,focus,signal,slack,drag,confidence,score,lane
l001,quota pressure,35,33,6,25,110,watch
l002,route drift,35,34,6,55,141,watch
l003,secret scope,35,35,6,85,172,watch
l004,rollout width,35,36,18,25,77,hold
l005,quota pressure,35,37,18,55,108,watch
l006,route drift,35,38,18,85,139,watch
l007,secret scope,35,39,34,25,32,hold
l008,rollout width,35,40,34,55,63,hold
l009,quota pressure,35,41,34,85,94,hold
l010,route drift,60,42,6,25,169,watch
l011,secret scope,60,43,6,55,200,ship
l012,rollout width,60,44,6,85,231,ship
l013,quota pressure,60,45,18,25,136,watch
l014,route drift,60,46,18,55,167,watch
l015,secret scope,60,47,18,85,198,ship
l016,rollout width,60,48,34,25,91,hold
l017,quota pressure,60,32,34,55,105,watch
l018,route drift,60,33,34,85,136,watch
l019,secret scope,85,34,6,25,211,ship
l020,rollout width,85,35,6,55,242,ship
l021,quota pressure,85,36,6,85,273,ship
l022,route drift,85,37,18,25,178,watch
l023,secret scope,85,38,18,55,209,ship
l024,rollout width,85,39,18,85,240,ship
l025,quota pressure,85,40,34,25,133,watch
l026,route drift,85,41,34,55,164,watch
l027,secret scope,85,42,34,85,195,watch
